State;Education;Certification;Partitipation;Subdiscipline;Sector;Salary
Illinois;Masters Degree;PE;Full Time;Structural;Private;80000
Massachusetts;Bachelors Degree;None;Full Time;Land Development;Private;100000
Nebraska;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Wisconsin;Bachelors Degree;PE;Full Time;Water Resources;Private;90000
Virginia;Bachelors Degree;PE;Full Time;Government/Municipal;Private;150000
Arizona;Masters Degree;PE;Full Time;Water Resources;Public;156000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;80600
Oregon;Masters Degree;EIT;Full Time;Bridges;Private;76000
South Carolina;Bachelors Degree;PE;Full Time;Water Resources;Private;73000
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;110000
Washington;Bachelors Degree;PE;Full Time;Transportation;Private;130000
Texas;Masters Degree;PE;Full Time;Bridges;Private;118000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;70000
Washington;Masters Degree;PE;Full Time;Construction/Field;Public;120000
Pennsylvania;Masters Degree;PE;Full Time;Land Development;Private;108000
Ohio;Bachelors Degree;PE;Full Time;Transportation;Private;130000
Pennsylvania;Bachelors Degree;EIT;Full Time;Bridges;Public;78000
Maryland;Bachelors Degree;EIT;Full Time;Structural;Private;73000
Texas;Bachelors Degree;EIT;Full Time;Power/Electrical;Public;72000
Nevada;Bachelors Degree;PE;Full Time;Transportation;Private;93000
Washington;Masters Degree;PE;Full Time;Structural;Private;125000
Pennsylvania;Bachelors Degree;EIT;Full Time;Water Resources;Private;72000
Colorado;Masters Degree;PE;Full Time;Land Development;Private;173000
Pennsylvania;Bachelors Degree;EIT;Full Time;Geotechnical;Private;78600
Maine;Masters Degree;PE;Full Time;Geotechnical;Private;105000
Pennsylvania;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
North Carolina;Bachelors Degree;PE;Full Time;Bridges;Public;100500
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;106210
Texas;Doctorate Degree;PE;Full Time;Geotechnical;Private;140000
Texas;Doctorate Degree;PE;Full Time;Structural;Private;90000
Illinois;Masters Degree;PE;Full Time;Transportation;Private;135000
New York;Bachelors Degree;EIT;Full Time;Land Development;Private;96500
Virginia;Bachelors Degree;EIT;Full Time;Structural;Private;86000
Arizona;Masters Degree;EIT;Full Time;Transportation;Private;76000
Nebraska;Bachelors Degree;None;Full Time;Rail;Private;54000
Nevada;Bachelors Degree;PE;Full Time;Geotechnical;Private;95000
California;Bachelors Degree;PE;Full Time;Construction/Field;Public;110000
Georgia;Bachelors Degree;EIT;Full Time;Transportation;Public;79800
Massachusetts;Masters Degree;EIT;Full Time;Transportation;Private;81000
Ohio;Bachelors Degree;None;Full Time;Land Development;Private;68000
Wisconsin;Bachelors Degree;None;Full Time;Structural;Private;73000
Georgia;Masters Degree;EIT;Full Time;Land Development;Private;80000
Indiana;Bachelors Degree;EIT;Full Time;Construction/Field;Public;74000
New York;Bachelors Degree;None;Full Time;Land Development;Public;85000
Illinois;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
California;Bachelors Degree;PE;Full Time;Government/Municipal;Public;145000
Florida;Bachelors Degree;PE;Full Time;Structural;Private;100000
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Public;97500
Florida;Bachelors Degree;PE;Full Time;Water Resources;Private;63000
Indiana;Bachelors Degree;PE;Full Time;Government/Municipal;Private;95000
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;82500
Alabama;Bachelors Degree;EIT;Full Time;Environmental;Private;69000
North Carolina;Bachelors Degree;PE;Full Time;Structural;Private;99000
Michigan;Masters Degree;PE;Full Time;Bridges;Private;87000
Georgia;Bachelors Degree;EIT;Full Time;Structural;Private;71000
Oregon;Masters Degree;PE;Full Time;Structural;Private;121000
California;Bachelors Degree;EIT;Full Time;Transportation;Private;97000
Colorado;Bachelors Degree;PE;Full Time;Land Development;Public;116000
Arizona;Bachelors Degree;None;Full Time;Land Development;Private;78000
Texas;Bachelors Degree;PE;Full Time;Geotechnical;Private;70000
Texas;Bachelors Degree;PE;Full Time;Geotechnical;Private;80325
Arizona;Masters Degree;EIT;Full Time;Structural;Private;78000
Washington;Masters Degree;PE;Full Time;Structural;Private;105000
Virginia;Masters Degree;PE;Full Time;Transportation;Private;110000
Kentucky;Bachelors Degree;PE;Full Time;Water Resources;Private;120000
Louisiana;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
New York;Bachelors Degree;PE;Full Time;General Site/Civil;Private;170000
California;Bachelors Degree;None;Full Time;Construction/Field;Private;80000
Wisconsin;Masters Degree;PE;Full Time;Land Development;Private;115000
California;Bachelors Degree;None;Full Time;Transportation;Private;110000
Texas;Bachelors Degree;EIT;Full Time;Geotechnical;Private;70000
California;Doctorate Degree;PE;Full Time;Land Development;Private;93000
Texas;Masters Degree;PE;Full Time;Transportation;Private;120000
Louisiana;Masters Degree;PE;Full Time;Land Development;Private;105105
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Virginia;Bachelors Degree;None;Full Time;Environmental;Public;72000
Missouri;Bachelors Degree;PE;Full Time;Water Resources;Public;97000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;93600
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;86000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;78000
Nebraska;Masters Degree;PE;Full Time;Construction/Field;Private;120000
California;Masters Degree;PE;Full Time;Water Resources;Private;104000
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;73000
California;Bachelors Degree;PE;Full Time;Structural;Private;120000
Maryland;Masters Degree;PE;Full Time;Bridges;Private;99000
Massachusetts;Bachelors Degree;EIT;Full Time;Land Development;Private;83000
Arkansas;Bachelors Degree;EIT;Full Time;Land Development;Private;62600
Missouri;Bachelors Degree;EIT;Full Time;Transportation;Private;82680
New Jersey;Bachelors Degree;EIT;Full Time;Water Resources;Private;60200
South Carolina;Bachelors Degree;EIT;Full Time;Geotechnical;Public;60000
New York;Masters Degree;None;Full Time;Construction/Field;Private;130000
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;67808
Texas;Bachelors Degree;PE;Full Time;Government/Municipal;Public;112000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;115000
Texas;Masters Degree;EIT;Full Time;Water Resources;Private;74000
Illinois;Bachelors Degree;PE;Full Time;Land Development;Private;130000
Ohio;Bachelors Degree;PE;Full Time;Transportation;Private;90000
Illinois;Bachelors Degree;PE;Full Time;Construction/Field;Private;90100
Texas;Masters Degree;PE;Full Time;Structural;Private;120000
New York;Bachelors Degree;PE;Full Time;Water Resources;Private;97500
Arizona;Bachelors Degree;EIT;Full Time;Land Development;Private;75600
New York;Masters Degree;EIT;Full Time;Structural;Private;87000
Georgia;Bachelors Degree;None;Full Time;Construction/Field;Private;70000
Pennsylvania;Bachelors Degree;EIT;Full Time;Land Development;Private;78600
California;Bachelors Degree;EIT;Full Time;Transportation;Private;86000
Maryland;Masters Degree;EIT;Full Time;Land Development;Private;68000
Louisiana;Bachelors Degree;PE;Full Time;Structural;Public;84000
Missouri;Bachelors Degree;None;Full Time;Transportation;Public;73000
New Jersey;Masters Degree;None;Full Time;Forensic;Private;84500
Florida;Bachelors Degree;None;Full Time;Land Development;Private;75000
Alabama;Associates degree;None;Full Time;Industrial ;Private;61500
Minnesota;Bachelors Degree;EIT;Full Time;Bridges;Private;71600
California;Bachelors Degree;None;Full Time;Power/Electrical;Private;75000
Florida;Bachelors Degree;PE;Full Time;Land Development;Private;110250
New York;Masters Degree;PE;Full Time;Underground/Structural;Private;129330
Florida;Bachelors Degree;PE;Full Time;Water Resources;Public;110000
Virginia;Bachelors Degree;None;Full Time;Power/Electrical;Private;64200
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;87217
Colorado;Masters Degree;PE;Full Time;Transportation;Public;138512
Virginia;Masters Degree;PE;Full Time;Water Resources;Public;119000
Florida;Bachelors Degree;PE;Full Time;Geotechnical;Private;95000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;195000
New Jersey;Bachelors Degree;PE;Full Time;Bridges;Private;95000
Georgia;Doctorate Degree;PE;Full Time;Structural;Public;122000
Florida;Bachelors Degree;EIT;Full Time;Geotechnical;Private;70000
California;Masters Degree;PE;Full Time;Water Resources;Public;112000
North Carolina;Bachelors Degree;PE;Full Time;Transportation;Private;90000
Virginia;Bachelors Degree;PE;Full Time;Land Development;Private;115000
Wisconsin;Bachelors Degree;EIT;Full Time;Construction/Field;Private;66560
Oregon;Masters Degree;PE;Full Time;Water Resources;Private;112000
Texas;Masters Degree;PE;Full Time;Transportation;Private;94245
Kansas;Bachelors Degree;EIT;Full Time;Land Development;Private;72500
Wyoming;Bachelors Degree;PE;Full Time;Water Resources;Private;82000
Massachusetts;Bachelors Degree;PE;Full Time;Transportation;Public;124000
Tennessee;Masters Degree;EIT;Full Time;Transportation;Public;68095
Iowa;Masters Degree;EIT;Full Time;Water Resources;Private;74000
Tennessee;Bachelors Degree;EIT;Full Time;Water Resources;Private;83000
New Jersey;Masters Degree;EIT;Full Time;Construction/Field;Public;90000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;45000
Michigan;Bachelors Degree;None;Full Time;Geotechnical;Private;78000
New Jersey;High School Diploma;None;Part Time;Government/Municipal;Private;54000
Texas;Masters Degree;PE;Full Time;Bridges;Private;140000
California;Bachelors Degree;PE;Full Time;Geotechnical;Public;111000
California;Bachelors Degree;None;Full Time;Water Resources;Public;74200
North Carolina;Bachelors Degree;EIT;Full Time;Structural;Private;90000
Pennsylvania;Bachelors Degree;PE;Full Time;Land Development;Private;94000
New York;Bachelors Degree;EIT;Full Time;Environmental;Private;77000
Florida;Bachelors Degree;PE;Full Time;Transportation;Public;135000
Texas;Bachelors Degree;PE;Full Time;Bridges;Public;95000
Virginia;Masters Degree;PE;Full Time;Transportation;Private;99340
Indiana;Bachelors Degree;PE;Full Time;Land Development;Private;90000
Pennsylvania;Half way through Bachelors Degree;None;Intern;Structural;Private;48880
Kansas;Bachelors Degree;EIT;Full Time;Construction/Field;Private;103000
Alabama;Bachelors Degree;PE;Full Time;Transportation;Private;115000
California;Masters Degree;EIT;Full Time;Transportation;Public;163000
California;Bachelors Degree;EIT;Full Time;Structural;Private;70000
Pennsylvania;Bachelors Degree;None;Full Time;Construction/Field;Private;150000
New York;Masters Degree;PE;Full Time;Bridges;Public;123800
New York;Bachelors Degree;PE;Full Time;Environmental;Private;95000
Louisiana;Masters Degree;EIT;Full Time;Water Resources;Private;65000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;120000
California;Bachelors Degree;PE;Full Time;Government/Municipal;Public;165000
Arizona;Bachelors Degree;EIT;Full Time;Water Resources;Private;77000
Washington;Bachelors Degree;PE;Full Time;Government/Municipal;Public;122000
California;Bachelors Degree;EIT;Full Time;Water Resources;Public;93000
Ohio;Bachelors Degree;EIT;Full Time;Water Resources;Private;80500
New York;Masters Degree;EIT;Full Time;Bridges;Public;73000
Texas;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;82000
Colorado;Masters Degree;PE;Full Time;Geotechnical;Private;115000
Arizona;Associates Degree;None;Full Time;Power/Electrical;Private;99000
Georgia;Bachelors Degree;None;Full Time;Structural;Private;71000
Missouri;Masters Degree;EIT;Full Time;Geotechnical;Private;69500
California;Bachelors Degree;EIT;Full Time;Transportation;Private;95000
Washington;Masters Degree;PE;Full Time;Water Resources;Private;160000
Texas;Masters Degree;PE;Full Time;Environmental;Private;130000
Utah;Bachelors Degree;PE;Full Time;Transportation;Private;134500
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;78600
Montana;Masters Degree;PE;Part Time;Environmental;Private;82000
Alabama;Masters Degree;PE;Full Time;Structural;Private;145600
Ohio;Bachelors Degree;EIT;Full Time;Environmental;Public;64000
South Carolina;Masters Degree;PE;Full Time;Water Resources;Private;140000
Oregon;Bachelors Degree;EIT;Full Time;Land Development;Public;60000
Iowa;Bachelors Degree;PE;Full Time;Land Development;Private;97000
North Carolina;Masters Degree;EIT;Full Time;Land Development;Public;100000
Indiana;Bachelors Degree;EIT;Full Time;Construction/Field;Private;87000
Colorado;Bachelors Degree;PE;Full Time;Transportation;Public;125000
California;Masters Degree;PE;Full Time;Structural;Private;130000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;120000
Minnesota;Bachelors Degree;PE;Full Time;Land Development;Private;135000
Ohio;Masters Degree;PE;Full Time;Water Resources;Private;210000
Virginia;Bachelors Degree;EIT;Full Time;Construction/Field;Private;128950
Pennsylvania;Bachelors Degree;EIT;Full Time;Land Development;Private;64480
California;Bachelors Degree;EIT;Full Time;Land Development;Private;97000
Georgia;Masters Degree;EIT;Full Time;Water Resources;Private;90000
Texas;Bachelors Degree;PE;Full Time;Water Resources;Private;120000
Arizona;High School Diploma;None;Part Time;Transportation;Public;42120
Missouri;Bachelors Degree;EIT;Full Time;Land Development;Private;88500
Washington;Bachelors Degree;PE;Full Time;Structural;Private;90000
Colorado;Bachelors Degree;EIT;Full Time;Land Development;Private;82000
California;Bachelors Degree;EIT;Full Time;Water Resources;Public;106371
Texas;Bachelors Degree;PE;Full Time;Water Resources;Private;110000
Georgia;Bachelors Degree;None;Full Time;Transportation;Public;84000
Florida;High School Diploma;None;Part Time;Structural;Private;30000
Massachusetts;Bachelors Degree;EIT;Full Time;Transportation;Private;90000
Maryland;Masters Degree;PE;Full Time;Rail/Transit;Private;98000
North Carolina;Bachelors Degree;EIT;Full Time;Transportation;Private;67600
Texas;Masters Degree;PE;Full Time;Transportation;Public;110000
Tennessee;Masters Degree;PE;Full Time;Geotechnical;Private;135000
Missouri;Bachelors Degree;EIT;Full Time;Water Resources;Private;72000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;61690
Colorado;Bachelors Degree;EIT;Full Time;Construction/Field;Public;91500
Nebraska;Bachelors Degree;PE;Full Time;Transportation;Public;90000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;82000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;85000
New York;Masters Degree;PE;Full Time;Structural;Private;102500
Tennessee;Masters Degree;PE;Full Time;Construction/Field;Public;147000
Utah;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;93000
Georgia;Bachelors Degree;EIT;Full Time;Land Development;Private;85000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;93000
California;Bachelors Degree;PE;Full Time;Water Resources;Private;120
Texas;Masters Degree;None;Full Time;Land Development;Private;72000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;84000
New Jersey;Masters Degree;PE;Full Time;Geotechnical;Private;100000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;74000
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;108700
California;Bachelors Degree;None;Full Time;Transportation;Private;88000
Hawaii;Bachelors Degree;PE;Full Time;Government/Municipal;Private;120000
Montana;Bachelors Degree;PE;Full Time;Transportation;Private;115000
Kentucky;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Pennsylvania;Doctorate Degree;PE;Full Time;Geotechnical;Private;142000
Louisiana;Masters Degree;PE;Full Time;Water Resources;Private;105000
North Carolina;Masters Degree;PE;Full Time;Geotechnical;Private;110000
Virginia;Bachelors Degree;PE;Full Time;Environmental;Public;96800
Massachusetts;Masters Degree;EIT;Full Time;Building Enclosure Technology;Private;77000
Arizona;Masters Degree;EIT;Full Time;Transportation;Private;75000
Minnesota;Masters Degree;PE;Full Time;Construction/Field;Private;114000
Colorado;Bachelors Degree;PE;Full Time;Transportation;Private;130000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Maine;Bachelors Degree;PE;Full Time;Land Development;Private;86320
New Jersey;Bachelors Degree;EIT;Full Time;Construction/Field;Public;150000
Indiana;Masters Degree;PE;Full Time;Land Development;Private;80000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Public;75
Indiana;Masters Degree;PE;Full Time;Transportation;Private;105000
Wyoming;Bachelors Degree;PE;Full Time;Land Development;Private;96000
Ohio;Masters Degree;PE;Full Time;Geotechnical;Private;93000
Tennessee;Masters Degree;PE;Full Time;Power/Electrical;Private;130000
Florida;Masters Degree;None;Full Time;Transportation;Private;75000
Kansas;Bachelors Degree;EIT;Full Time;Bridges;Public;74500
Pennsylvania;Bachelors Degree;EIT;Full Time;Land Development;Private;65000
Illinois;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
California;currently attending part time master program;EIT;Full Time;Structural;Public;88000
California;Bachelors Degree;PE;Full Time;Transportation;Public;142000
Minnesota;Bachelors Degree;None;Full Time;Construction/Field;Public;105000
Virginia;Bachelors Degree;PE;Full Time;Land Development;Private;122000
Pennsylvania;Masters Degree;PE;Full Time;Structural;Private;136000
Nevada;Masters Degree;PE;Full Time;Water Resources;Private;157000
Colorado;Masters Degree;PE;Full Time;Power/Electrical;Private;155000
California;Bachelors Degree;PE;Full Time;Construction/Field;Public;175000
North Carolina;Masters Degree;PE;Full Time;Environmental;Public;115000
Oregon;Masters Degree;PE;Full Time;Water Resources;Private;112000
Louisiana;Bachelors Degree;EIT;Full Time;Transportation;Private;72500
Florida;Bachelors Degree;PE;Full Time;Structural;Private;166500
Oklahoma;Masters Degree;EIT;Full Time;Structural;Private;78500
Nevada;Masters Degree;EIT;Full Time;Water Resources;Private;79000
Illinois;Bachelors Degree;PE;Full Time;Structural;Public;86000
Illinois;Bachelors Degree;EIT;Full Time;Land Development;Public;75000
California;Masters Degree;None;Full Time;Structural;Private;75504
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;79000
Delaware;Bachelors Degree;PE;Full Time;Transportation;Public;95000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;90000
Indiana;Masters Degree;PE;Full Time;Bridges;Private;100000
California;Masters Degree;PE;Full Time;Structural;Public;102000
New York;Masters Degree;PE;Full Time;Construction/Field;Private;147000
North Carolina;Masters Degree;EIT;Full Time;Transportation;Public;85100
Pennsylvania;Bachelors Degree;None;Full Time;Construction/Field;Private;125000
Nevada;Bachelors Degree;EIT;Full Time;Land Development;Private;45000
Illinois;Bachelors Degree;EIT;Full Time;Structural;Private;74000
Tennessee;Bachelors Degree;PE;Full Time;Bridges;Private;110000
Washington;Bachelors Degree;PE;Full Time;Government/Municipal;Public;118300
Oregon;Masters Degree;PE;Full Time;Bridges;Public;88000
Nevada;Masters Degree;PE;Full Time;Geotechnical;Private;125000
Texas;Bachelors Degree;PE;Full Time;Aviation;Private;205000
Florida;Doctorate Degree;EIT;Full Time;Geotechnical;Private;98800
Texas;Masters Degree;PE;Full Time;Water Resources;Public;100000
Georgia;Bachelors Degree;PE;Full Time;Structural;Private;125000
Georgia;Bachelors Degree;PE;Full Time;Bridges;Public;110000
Texas;Bachelors Degree;PE;Full Time;Structural;Private;125000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;96000
Utah;Masters Degree;PE;Full Time;Structural;Public;105000
Iowa;Bachelors Degree;PE;Full Time;Government/Municipal;Public;105000
Texas;Bachelors Degree;PE;Full Time;Water Resources;Private;99000
Oregon;Bachelors Degree;PE;Full Time;Government/Municipal;Private;85000
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;100000
Virginia;Bachelors Degree;None;Full Time;Construction/Field;Private;66500
Louisiana;Bachelors Degree;PE;Full Time;Government/Municipal;Public;124000
Massachusetts;Masters Degree;PE;Full Time;Transportation;Private;131000
North Carolina;Bachelors Degree;PE;Full Time;Government/Municipal;Public;78000
Colorado;Masters Degree;PE;Full Time;Bridges;Private;111000
Virginia;Bachelors Degree;PE;Full Time;Structural;Private;92000
Maryland;Masters Degree;PE;Full Time;Structural;Private;107000
Louisiana;Bachelors Degree;PE;Full Time;Structural;Private;106000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;133000
California;Bachelors Degree;PE;Full Time;Land Development;Private;110000
Ohio;Bachelors Degree;None;Full Time;Power/Electrical;Private;70000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;115000
Washington;High School Diploma;PE;Full Time;Government/Municipal;Public;135000
Florida;Bachelors Degree;EIT;Full Time;Transportation;Public;73500
California;Bachelors Degree;EIT;Full Time;Water Resources;Public;93000
Washington;Bachelors Degree;EIT;Full Time;Transportation;Public;94180
Florida;Bachelors Degree;EIT;Full Time;Transportation;Private;71000
California;Bachelors Degree;PE;Full Time;Transportation;Private;108000
Tennessee;Bachelors Degree;EIT;Full Time;Construction/Field;Public;92759
Washington;Bachelors Degree;EIT;Full Time;Transportation;Private;95000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;65000
Illinois;Masters Degree;PE;Full Time;Geotechnical;Private;105000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;117000
Washington;Bachelors Degree;PE;Full Time;Water Resources;Private;109000
Missouri;Bachelors Degree;PE;Full Time;Water Resources;Private;97845
Georgia;Masters Degree;EIT;Full Time;Structural;Private;85000
Arizona;Bachelors Degree;EIT;Full Time;Water Resources;Private;65000
Utah;Bachelors Degree;PE;Full Time;Bridges;Private;120000
Ohio;Masters Degree;PE;Full Time;Water Resources;Private;100900
Colorado;Bachelors Degree;PE;Full Time;Land Development;Private;108610
North Carolina;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;81000
Pennsylvania;Masters Degree;EIT;Full Time;Dams;Public;95000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;84000
remote;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;74000
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;93000
Oregon;Masters Degree;EIT;Full Time;Environmental;Public;75500
South Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;70000
Delaware;Masters Degree;EIT;Full Time;Land Development;Private;65000
Ohio;Masters Degree;PE;Full Time;Water Resources;Private;102000
Arkansas;Bachelors Degree;None;Full Time;Transportation;Private;84000
California;Masters Degree;None;Full Time;Construction/Field;Private;130000
Minnesota;Masters Degree;EIT;Full Time;Transportation;Private;97000
Oklahoma;Bachelors Degree;EIT;Full Time;Land Development;Private;66000
Minnesota;Bachelors Degree;PE;Full Time;Transportation;Private;112000
Illinois;Bachelors Degree;EIT;Full Time;Water Resources;Private;86000
Colorado;Masters Degree;EIT;Full Time;Geotechnical;Private;81000
New Jersey;Bachelors Degree;EIT;Full Time;Structural;Public;85000
Massachusetts;Elementary School;None;Full Time;Water Resources;Public;45354
Minnesota;Bachelors Degree;EIT;Full Time;Water Resources;Private;80
Texas;Some Bachelors;None;Full Time;Transportation;Private;52000
Iowa;Masters Degree;PE;Full Time;Transportation;Private;78000
Florida;Bachelors Degree;PE;Full Time;Land Development;Private;100000
California;Masters Degree;EIT;Full Time;Structural;Public;85000
California;Bachelors Degree;None;Full Time;Waste Resources;Public;83200
New Mexico;Bachelors Degree;PE;Full Time;Environmental;Private;217000
Texas;Doctorate Degree;EIT;Full Time;Water Resources;Private;85000
Oregon;Bachelors Degree;PE;Full Time;Transportation;Private;111000
Louisiana;Masters Degree;PE;Full Time;Coastal Engineering (Consulting);Private;129000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;81000
Massachusetts;Bachelors Degree;EIT;Full Time;Building Envelope;Private;170000
South Carolina;Doctorate Degree;EIT;Full Time;Construction/Field;Private;85000
Minnesota;Bachelors Degree;PE;Full Time;Land Development;Private;80000
North Carolina;Bachelors Degree;EIT;Full Time;Water Resources;Private;78000
New York;Bachelors Degree;None;Full Time;Construction/Field;Private;75800
Utah;Bachelors Degree;EIT;Full Time;Water Resources;Private;69000
California;Bachelors Degree;PE;Full Time;Water Resources;Private;175000
Kentucky;Masters Degree;PE;Full Time;Bridges;Private;85176
Illinois;Bachelors Degree;PE;Full Time;Construction/Field;Public;145000
Massachusetts;Bachelors Degree;EIT;Full Time;Land Development;Private;103000
Illinois;Masters Degree;PE;Full Time;Structural;Private;98500
California;Masters Degree;EIT;Full Time;Construction/Field;Private;82400
Oklahoma;Bachelors Degree;PE;Full Time;Federal defense;Public;129000
Ohio;Bachelors Degree;PE;Full Time;Government/Municipal;Public;91400
Maryland;Bachelors Degree;EIT;Full Time;Construction/Field;Private;82000
Nevada;Bachelors Degree;PE;Full Time;Transportation;Private;128000
New York;Bachelors Degree;PE;Full Time;Land Development;Private;87000
Georgia;Bachelors Degree;PE;Full Time;Land Development;Private;76960
Washington;Bachelors Degree;EIT;Full Time;Transportation;Public;104000
New York;Bachelors Degree;EIT;Full Time;Transportation;Private;87500
Oregon;Bachelors Degree;PE;Full Time;Land Development;Private;83000
Missouri;Masters Degree;EIT;Full Time;Structural;Private;77000
Alaska;Bachelors Degree;EIT;Full Time;Materials testing;Private;70000
Kentucky;Bachelors Degree;EIT;Full Time;Transportation;Public;63000
New York;Associates;None;Full Time;Bridges;Private;85000
California;Masters Degree;PE;Full Time;Transportation;Private;115000
California;Bachelors Degree;PE;Full Time;Materials (Concrete);Private;165000
Arizona;Bachelors Degree;PE;Full Time;Land Development;Private;107868.8
Alaska;Masters Degree;PE;Full Time;Marine structures;Private;119000
Georgia;Bachelors Degree;EIT;Full Time;Land Development;Private;82500
Tennessee;Bachelors Degree;EIT;Full Time;Structural;Private;75000
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;85000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
Illinois;Bachelors Degree;PE;Full Time;Transportation;Private;125000
Idaho;Masters Degree;EIT;Full Time;Bridges;Private;73500
Ohio;Bachelors Degree;EIT;Full Time;Water Resources;Private;80891
California;Masters Degree;PE;Full Time;Water Resources;Public;147000
Oregon;Bachelors Degree;EIT;Full Time;Construction/Field;Private;70000
Florida;Bachelors Degree;PE;Full Time;Construction/Field;Private;185000
Nebraska;Masters Degree;PE;Full Time;Transportation;Private;96400
Illinois;Bachelors Degree;PE;Full Time;Environmental;Public;72811
Illinois;Masters Degree;EIT;Full Time;Bridges;Public;86000
Michigan;Bachelors Degree;PE;Full Time;Power/Electrical;Private;90000
Kansas;Bachelors Degree;None;Full Time;Bridges;Public;72500
Illinois;Bachelors Degree;None;Full Time;Environmental;Private;78000
Tennessee;Bachelors Degree;PE;Full Time;Power/Electrical;Private;98000
Texas;Masters Degree;PE;Full Time;Water Resources;Private;250000
Illinois;Bachelors Degree;EIT;Full Time;Land Development;Private;76687.5
California;Bachelors Degree;EIT;Full Time;Land Development;Private;89440
Alabama;Bachelors Degree;PE;Full Time;Government/Municipal;Public;100000
North Dakota;Bachelors Degree;PE;Full Time;Water resources, transpo, construction/field;Public;130000
Massachusetts;Masters Degree;PE;Full Time;Transportation;Private;90000
Utah;Masters Degree;PE;Full Time;Geotechnical;Private;100570
Texas;Masters Degree;PE;Full Time;Water Resources;Private;125000
Kansas;Bachelors Degree;PE;Full Time;Water Resources;Public;100000
Oregon;Bachelors Degree;PE;Full Time;Land Development;Private;98000
Texas;Bachelors Degree;PE;Full Time;Government/Municipal;Private;85000
Pennsylvania;Bachelors Degree;PE;Full Time;Government/Municipal;Private;103000
District of Columbia;Bachelors Degree;EIT;Full Time;Structural;Private;82000
Alabama;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
Illinois;Bachelors Degree;PE;Full Time;Construction/Field;Private;73000
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;97000
North Dakota;Bachelors Degree;EIT;Full Time;Water Resources;Private;76500
Maine;Bachelors Degree;EIT;Full Time;Land Development;Private;95000
Wisconsin;Bachelors Degree;PE;Full Time;Aviation;Private;95000
Florida;Bachelors Degree;EIT;Full Time;Airfield ;Private;73000
Tennessee;Bachelors Degree;PE;Full Time;Structural;Private;125000
Texas;Bachelors Degree;PE;Full Time;Water Resources;Private;152000
Illinois;Masters Degree;PE;Full Time;Water Resources;Private;100000
